image,question
test_0837,Is hilar cell tumor correct diagnosis as i do not have protocol?
test_0640,"Does bone, skull show squamous metaplasia, renal pelvis due to nephrolithiasis?"
test_0881,"Does mesentery show pericarditis, secondary to mediastanitis from pseudomonas and enterobacter 14 days post op?"
test_0621,Does this image show obvious lesion?
test_0868,Is intraductal papillomatosis with apocrine metaplasia present?
test_0097,Is subacute endocarditis caused by streptococcus viridans on a previously myxomatous mitral valve?
test_0614,Is immunostain for growth hormone present?
test_0170,Does the upper dermis show trabeculae with osteoclastic activity at the margins?
test_0913,Does this image show close-up of muscle with some red persisting?
test_0607,Does this image appear benign?
test_0232,"Does a low-power view show well-defined bands of pink,  acellular collagen that have subdivided the tumor cells into nodules?"
test_0688,Is there present?
test_0007,Are collections of histiocytes conspicuously absent?
test_0387,Does this image show frontal sinuses inflammation and pus well shown?
test_0578,Does iron show nice photo of parotid on one side with tumor capsule and obvious invasive tumor?
test_0539,Is fibrotic lesion present?
test_0758,"Does this image show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?"
test_0381,Is body on autopsy table lesion that supposedly predicts premature coronary disease easily seen?
test_0617,Is chest and abdomen slide present?
test_0897,Does hematoma show thermal burned skin?
test_0966,"Does this image show heart, polyarteritis nodosa?"
test_0009,Is acute contusions a highly characteristic artifact of sectioning?
test_0118,"Are the commissures not fused,  as in rheumatic aortic valve stenosis?"
test_0591,Is tuberculous peritonitis present?
test_0756,Is metastatic carcinoma oat cell present?
test_0066,Does Hurthle show a separate encapsulated gelatinous mass?
test_0618,Are toes present?
test_0887,"Does ulcer show skin, neurofibromatosis?"
test_0469,Is female reproductive present?
test_0390,Is photo present?
test_0494,Is stillborn macerated present?
test_0843,Does this image show close-up of typical lesions perspective of elevated pasted on lesions is well shown?
test_0464,Is adrenal of premature 30 week gestation gram infant lesion present?
test_0445,"Does this image show parathyroid, adenoma?"
test_0484,Is intraductal papillomatosis present?
test_0897,Does this image show thermal burned skin?
test_0969,Is lesion present?
test_0901,Is malignant Melanoma present?
test_0473,"Does glioma show cervix, mild dysplasia?"
test_0621,Does typical tuberculous exudate show obvious lesion?
test_0647,Is urinary present?
test_0974,Is marfans syndrome present?
test_0592,"Does that show ovarian cysts, hemorrhagic?"
test_0765,Is hematologic present?
test_0628,Does close-up tumor show very good example of focal necrotizing lesions in distal portion of digit associated with bacterial endocarditis?
test_0469,Is adenocarcinoma present?
test_0917,Does this image show excised spinal column grossly deformed?
test_0359,Is papillary intraductal adenocarcinoma present?
test_0510,Is gastrointestinal present?
test_0729,Is no tissue recognizable as ovary present?
test_0429,Does this image show cryptococcal pneumonia?
test_0872,"Does lesion show abdominal aorta saccular aneurysm, atherosclerosis?"
test_0760,Is hematologic present?
test_0615,Does this great toe show clubbing?
test_0894,Does nuclear change show oil immersion organism very well shown?
test_0642,Does normal newborn show kidney transplant rejection?
test_0497,Is anomalous origin present?
test_0452,Is endocrine present?
test_0540,"Does hypopharynx show kidney, obliterative endarteritis - sclerodema?"
test_0503,Is gastrointestinal present?
test_0957,Is malignant lymphoma present?
test_0626,Does subdiaphragmatic abscess show nice photo of syndactyly?
test_0759,Is dysplastic present?
test_0451,Is abdomen present?
test_0869,"Does surface show heart, old myocardial infarction with fibrosis?"
test_0429,Does lymph node show cryptococcal pneumonia?
test_0539,Does this image show external view with capsule stripped?
test_0898,Does this image show panniculitis and fascitis?
test_0758,Is hematologic present?
test_0507,Is gastrointestinal present?
test_0736,Is gastrointestinal present?
test_0837,Is this correct diagnosis as i do not have protocol?
test_0949,Is hepatobiliary present?
test_0534,Is lymph node present?
test_0910,Do morphology pale muscle?
test_0165,Does higher magnification show an irreversibly sickled cell in the center?
test_0733,Does breast show normal appendix?
test_0575,Does this image show healing lesion in medium size artery just outside adrenal capsule section has folds?
test_0380,Does this image show stenotic foramen magnum in situs excellent example?
test_0987,Is coronary artery present?
test_0462,Is female reproductive present?
test_0964,Is chest and abdomen slide present?
test_0092,Is the end of the long bone expanded in the region of epiphysis?
test_0597,Was peritoneal surface of uterus and douglas pouch outstanding photo primary in the stomach this is true bilateral krukenberg?
test_0534,Does this image show good example necrotizing granuloma with giant cells?
test_0861,Is cardiovascular present?
test_0622,Are extremities present?
test_0585,Is mucinous cystadenocarcinoma present?
test_0603,Is uterus present?
test_0700,Does female reproductive show cystadenoma?
test_0507,"Does this image show colon, chronic ulcerative colitis, pseudopolyps?"
test_0541,Is acute inflammation present?
test_0879,Is all the fat necrosis present?
test_0842,Does this image show thermal burn?
test_0849,Does natural color show posterior view open cord?
test_0756,Is Amyloidosis present?
test_0420,Is case of dic not bad photo present?
test_0466,Is adrenal present?
test_0569,Is endocrine present?
test_0757,Is cephalohematoma present?
test_0748,Is this good yellow color slide present?
test_0895,Is Sporotrichosis present?
test_0882,Is cardiovascular present?
test_0609,Is an opened peritoneal cavity cause by fibrous band strangulation present?
test_0857,Does this image show view of face and chest anterior?
test_0752,Is situs inversus present?
test_0560,Does this image show coronary artery atherosclerosis diagram?
test_0681,Is hematologic present?
test_0558,Is carcinoma present?
test_0441,Does situs inversus show sectioned gland bilateral lesions excellent example?
test_0686,Is malignant histiocytosis present?
test_0509,"Does this image show sigmoid colon, diverticulosis and polyp?"
test_0493,Is cardiovascular present?
test_0385,What left was patent hemisection of nose?
test_0881,Is nodular tumor present?
test_0479,Does this image show nodular tumor cut surface natural color yellow and white typical gross sarcoma?
test_0612,Are mitotic figures present?
test_0488,Is polycystic disease present?
test_0437,Is newborn cord around neck present?
test_0839,Does lymph node show verruca vulgaris?
test_0495,Is adenocarcinoma present?
test_0683,Is choanal atresia present?
test_0025,Is the most common histologic pattern well-differentiated adenocarcinoma showing closely packed glands with cytologic atypia?
test_0455,Is endocrine present?
test_0988,Is cardiovascular present?
test_0673,Does this person scan showing tumor mass invading superior vena ca?
test_0464,Is sickle cell disease present?
test_0874,Is cardiovascular present?
test_0578,Is mucoepidermoid carcinoma present?
test_0478,Is subdiaphragmatic abscess present?
test_0918,Is soft tissue present?
test_0357,Is maxillary sinus present?
test_0460,Is pituitary present?
test_0611,Does this section show newborn with renal polycystic disease legs are too short?
test_0441,Is infant body present?
test_0747,Is mixed mesodermal tumor present?
test_0760,Is cardiovascular present?
test_0193,Does the acute t cell-mediated rejection stain show C4d deposition in peritubular capillaries and a glomerulus?
test_0654,Is papillary astrocytoma present?
test_0740,Is previous slide from this case present?
test_0906,Does this image show obvious metastatic lesions primary in mediastinum 20yowm?
test_0601,Is female reproductive present?
test_0566,Is chest and abdomen slide present?
test_0727,"Does this image show esohagus, candida?"
test_0967,"Does this image show vasculitis, polyarteritis nodosa?"
test_0643,"Does this image show kidney, kw kimmelstiel-wilson?"
test_0973,Is vasculature present?
test_0494,Does polycystic disease show skeletal muscle?
test_0888,"Is benign cystic teratoma spotted fever, vasculitis?"
test_0809,Is prostate present?
test_0843,Is seborrheic keratosis present?
test_0640,Is astrocytoma present?
test_0448,Is endocrine present?
test_0868,"Does tuberculosis show heart, old myocardial infarction with fibrosis?"
test_0592,"Does this image show ovarian cysts, hemorrhagic?"
test_0703,Does pancreas show islet cell carcinoma?
test_0531,Is stein leventhal present?
test_0987,Is fibrinous peritonitis present?
test_0472,"Does this image show cervix, severe dysplasia to carcinoma in situ?"
test_0416,Is respiratory present?
test_0418,Does pituitary show Breast cancer metastasis to lung?
test_0441,Is adrenal present?
test_0867,Does this image show congestive heart failure?
test_0512,"Does this image show stomach, giant rugose hypertrophy?"
test_0841,Do metastatic lung carcinoma burn?
test_0604,"Does this image show uterus, leiomyoma?"
test_0384,Do lateral view of infants head showing mandibular lesion?
test_0579,Is thyroid present?
test_0981,"Does this image show heart, old myocardial infarction with fibrosis, he?"
test_0675,Is pulmonary osteoarthropathy present?
test_0648,Does this image show giant cells and fibrosis?
test_0768,Is bone marrow present?
test_0508,"Does this image show stomach and esophagus, ulcers?"
test_0386,Does hypertension show very good example associated with tuberous sclerosis?
test_0505,Is gout present?
test_0964,Is cardiovascular present?
test_0760,Does pituitary show thymus?
test_0918,Is muscle atrophy present?
test_0765,Is complex craniofacial abnormalities present?
test_0689,Is Polysplenia present?
test_0572,Is endocrine present?
test_0370,"Does polycystic disease show lung, mycobacterium tuberculosis, granulomas and giant cells?"
test_0426,"Does lesion show lung, bronchopneumonia, cystic fibrosis?"
test_0160,Is the b-cell antigen receptor complex evident?
test_0626,Is palmar crease normal present?
test_0853,Does this image show gram negative septicemia due to scalp electrode in a neonate?
test_0847,Is acid of Kidneys present?
test_0759,Is hematologic present?
test_0465,Is amyloidosis present?
test_0385,Is right side atresia left was patent hemisection of nose?
test_0675,Is hematologic present?
test_0844,Does this image show opened dysmorphic body with all organs except kidneys removed shows size of organs quite well and renal facies?
test_0456,Is surface present?
test_0621,Are extremities present?
test_0888,"Is rocky mountain spotted fever, vasculitis?"
test_0747,Is gastrointestinal present?
test_0851,Does this image show lateral view of head typical example?
test_0755,Is lymphoid atrophy in newborn present?
test_0878,"Does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?"
test_0214,Is line of demarcation between gangrenous segment and the viable bowel not clear-cut?
test_0808,Is testicle present?
test_0621,Is pulmonary osteoarthropathy present?
test_0067,Does microscopy show a well-differentiated tumour composed of spindle-shaped cells forming interlacing fascicles producing a typical Herring-bone pattern?
test_0383,Does this protocol have basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia?
test_0619,Does this image show simian crease?
test_0444,Is endocrine present?
test_0566,Is endocrine present?
test_0731,Does this image show esophagus?
test_0506,"Does atrophy show esophagus, mallory-weiss tears?"
test_0924,Is hepatobiliary present?
test_0732,"Does this image show appendix, normal histology?"
test_0385,Does this image show right side atresia left was patent hemisection of nose?
test_0496,Is Nipple Duplication present?
test_0552,Does this image show hemolytic disease of newborn?
test_0704,"Does sickle cell disease show pancreas, thrombi and hemorrhage due to disseminated intravascular coagulation dic?"
test_0910,Does mixed mesodermal tumor show close-up view pale muscle?
test_0587,Is leiomyoma present?
test_0582,Is normal immature infant present?
test_0763,Does this image show two basophilic bodies and periarterial fibrosis excellent example of this rarely seen lupus lesion?
test_0440,Is endocrine present?
test_0974,Is cardiovascular present?
test_0532,Is Di george syndrome present?
test_0691,Is fibrinous peritonitis present?
test_0703,Is pancreas present?
test_0581,Is endocrine present?
test_0615,Is pulmonary osteoarthropathy present?
test_0920,Is joints present?
test_0092,"Does the sectioned surface of rectal wall show circumscribed, dark tan, haemorrhagic and necrotic tumour?"
test_0849,Is Anencephaly present?
test_0471,Is uterus present?
test_0105,"Does the extension of infection into the joint space, epiphysis and the skin produce a draining sinus?"
test_0100,Is the atrium shown on the right in this four-chamber view of the heart?
test_0830,Does this image show portion of body with extensive skin desquamation same as in 907?
test_0451,Is endocrine present?
test_0440,Is fibrinous peritonitis present?
test_0965,Is peritoneal fluid present?
test_0471,Does malignant adenoma show bizarre strap and fusiform cells?
test_0862,"Does chest and abdomen slide show aorta, normal intima?"
test_0675,Does hypertrophic gastritis show splenic infarcts?
test_0649,"Does this image show kidney glomerulus, kimmelstiel-wilson nodules in a patient with diabetes mellitus?"
test_0635,"Does this image show kidney, thickened and hyalinized basement membranes due to diabetes mellitus, pas?"
test_0509,Is gastrointestinal present?
test_0707,"Does this image show pancreatic islet, amyloidosis diabetes mellitus, congo red stain?"
test_0554,"Does fibrinous peritonitis show skin, kaposi 's sarcoma?"
test_0847,Is polycystic Disease of Kidneys present?
test_0917,Is spinal column deformed?
test_0457,Is endocrine present?
test_0497,"Does glioma show esophagus, leiomyoma?"
test_0988,"Is rocky mountain spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?"
test_0504,Is mesentery present?
test_0988,Is mesothelioma present?
test_0608,Is carcinomatosis endometrium primary present?
test_0508,Is close-up excellent example of interosseous muscle atrophy present?
test_0638,Is kidney present?
test_0764,Is plasma cell present?
test_0925,"Does this image show liver, cirrhosis alpha-1 antitrypsin deficiency?"
test_0562,Is adenoma present?
test_0544,What removed dramatic demonstration of size of kidneys?
test_0550,"Does palmar crease normal show staghorn calculi in renal pelvis, gout?"
test_0588,Does this image show opened uterus with adnexa and hemorrhagic mass in ovary?
test_0693,Does section of spleen through hilum show pancreatic fat necrosis?
test_0455,Is fat necrosis present?
test_0611,Do feet appear clubbed?
test_0472,Is female reproductive present?
test_0477,Is carcinomatosis present?
test_0940,"Does this image show liver, macronodular cirrhosis, hcv?"
test_0212,Are genes that encode several proteins involved in antigen processing positive for the stem cell marker CD34 and the myeloid lineage specific markers CD33 and CD15 subset?
test_0461,Is 70yof had colon carcinoma?
test_0392,Does the excellent uterus show x-ray chest well shown left hilar mass tumor in hilar node?
test_0577,Does close-up tumor show pigment in area of zona glomerulosa?
test_0486,Is polycystic disease present?
test_0418,Is respiratory present?
test_0484,Does marfans syndrome show muscle ruthenium red to illustrate glycocalyx?
test_0629,Are extremities present?
test_0868,"Does this image show heart, old myocardial infarction with fibrosis?"
test_0728,Is gastrointestinal present?
test_0458,Is endocrine present?
test_0493,Is vasculature present?
test_0678,Is chronic myelogenous leukemia present?
test_0259,"Is wilms tumor with tightly packed blue cells consistented with the blastemal component and intersperse primitive tubules,  representing the epithelial component?"
test_0759,Does this image show epithelial lesion surgical path?
test_0754,Is malaria plasmodium vivax present?
test_0753,Is hemorrhage newborn present?
test_0386,Is adenoma sebaceum present?
test_0551,Does this image show cut surface?
test_0595,Is female reproductive present?
test_0461,Is endocrine present?
test_0496,Does this image show two nipples?
test_0659,Is eye present?
test_0956,Is penis present?
test_0624,Are arachnodactyly present?
test_0612,Does this image show childs hands with obvious clubbing?
test_0424,Is this myoma present?
test_0688,Is hematologic present?
test_0172,"Is the liver small (700 g),  bile-stained,  soft,  and congested?"
test_0555,"Does granulomata slide show ulcerations, herpes simplex?"
test_0883,"Does breast show heart, myocardial infarction, surgery to repair interventricular septum rupture?"
test_0562,Is endocrine present?
test_0875,Is cardiovascular present?
test_0860,Is stillborn cord around neck present?
test_0036,Does the cytoplasm show PAS positive tumour cells in perivascular location?
test_0492,Is carcinoma present?
test_0425,"Does this image show lung, squamous cell carcinoma fungating lesion right mainstbronchus?"
test_0926,Is peritoneal fluid present?
test_0222,Is the pattern of staining of anti-centromere antibodies evident?
test_0452,Does this section showing liver with tumor mass in hilar area tumor show fixed tissue close-up excellent except for color?
test_0688,Is edema present?
test_0634,"Does linear fracture in occiput show kidney, acute tubular necrosis?"
test_0765,Does quite good liver stain excellent example source unknown?
test_0105,Does part of the endocervical mucosa produce a draining sinus?
test_0699,Does cephalohematoma show cystic fibrosis?
test_0106,Is the bone expanded externally due to a gelatinous tumour?
test_0918,Does myocardial infarct show close-up very pale muscle?
test_0876,"Does this image show heart slice, acute posterior myocardial infarction in patient with hypertension?"
test_0952,Is adenocarcinoma present?
test_0727,Is marked present?
test_0443,Does adenoma show adrenal phaeochromocytoma?
test_0852,Is Siamese Twins present?
test_0580,Does adrenal show hashimoto 's thyroiditis?
test_0851,Is Anencephaly present?
test_0613,Is natural color present?
test_0122,"Does early ischemic injury show surface blebs, increase eosinophilia of cytoplasm, and swelling of occasional cells?"
test_0943,"Does this image show liver, early chronic passive congestion?"
test_0604,"Does abdomen show uterus, leiomyoma?"
test_0392,Is median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter present?
test_0685,Is carcinoma metastatic lung present?
test_0628,Are extremities present?
test_0963,"Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show heart, microthrombi, thrombotic thrombocytopenic purpura?"
test_0764,Does this image show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?
test_0388,Does this look more like a gunshot wound?
test_0927,Is autopsy present?
test_0080,Are there inadequate T cells to mount a granulomatous response?
test_0859,Is vessel present?
test_0953,Does this image show infiltrating adenocarcinoma through smooth muscle typical for this lesion?
test_0478,Does this image show case of peritonitis slide illustrates pus from the peritoneal cavity?
test_0673,Is hematologic present?
test_0531,Is tuberculosis present?
test_0757,"Is bone, mandible present?"
test_0438,Does this image show fixed tissue nice close-up view of cortical nodules?
test_0481,Is tuberculous peritonitis present?
test_0673,Is vasculitis foreign body present?
test_0423,Is glial nodule present?
test_0968,Is vasculature present?
test_0628,Are liver with tuberculoid granuloma in glissons present?
test_0871,"Does an opened peritoneal cavity cause by fibrous band strangulation show abdominal aorta, severe atherosclerosis?"
test_0973,Is atherosclerosis present?
test_0373,"Was macerated stillborn used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?"
test_0729,Is inflamed exocervix present?
test_0969,Is artery present?
test_0477,Does omphalocele show opened peritoneal cavity showing cecum and appendix on left side?
test_0478,Does acute peritonitis illustrate pus from the peritoneal cavity?
test_0480,Does carcinomatosis psoa natural color large ovoid typical sarcoma?
test_0609,Is papillary Intraductal Adenocarcinoma present?
test_0356,"Does hemochromatosis show lung, mycobacterium tuberculosis, acid fast?"
test_0415,"Does stress show lung, emphysema and bronchial hemorrhage, alpha-1 antitrypsin deficiency?"
test_0869,"Does this image show heart, old myocardial infarction with fibrosis?"
test_0495,Is cardiovascular present?
test_0504,Is gastrointestinal present?
test_0762,Is glomerulosa present?
test_0882,Does this image show normal aortic valve?
test_0927,Does linear fracture in occiput show normal liver?
test_0915,Does this image show appears fixed lesions show well?
test_0920,Does this image show rib with obvious focal lesion squamous cell carcinoma primary in penis?
test_0624,Is hemorrhage in newborn present?
test_0698,Is pancreas present?
